planet_name,host_star_name,star_number_per_system,discovery_method,year_of_discovery,discovery_facility,orbital_period_day,orbit_semi_major_axis_au,planet_rad_earth_rad,planet_mass_earth_mass,orbital_eccentricity,planet_equil_temp_k,spectral_type,stellar_effective_temp_k,stellar_rad_solar_rad,stellar_mass_solar_mass,stellar_surf_grav,distance_parsec
Kepler-376 c,Kepler-376,1.0,Transit,2014.0,Kepler,14.172272917463637,0.1144442857142857,2.034777777777778,,0.0,830.6,,5898.552727272728,1.2616,1.0443333333333333,4.270856,923.067
Kepler-377 b,Kepler-377,1.0,Transit,2014.0,Kepler,12.50945371194,0.1058342857142857,1.3465555555555555,,0.0,828.0,,6034.545454545455,1.1653075,1.0466666666666666,4.392257777777777,823.804
Kepler-377 c,Kepler-377,1.0,Transit,2014.0,Kepler,27.014461564654543,0.1767957142857143,1.837888888888889,,0.0,640.4,,6029.5,1.1690766666666665,1.0777142857142858,4.385198,823.804
Kepler-378 b,Kepler-378,1.0,Transit,2014.0,Kepler,16.09230560428,0.11725000000000001,1.4461249999999999,,0.0,688.0,,4723.762727272727,0.687016875,0.7574,4.411391,152.094
Kepler-378 c,Kepler-378,1.0,Transit,2014.0,Kepler,28.9060306608,0.17576,1.2057142857142857,,0.0,604.5,,4730.473333333333,0.6981816666666667,0.7585,4.3559925,152.094
Kepler-379 b,Kepler-379,1.0,Transit,2014.0,Kepler,20.09846103173,0.14994166666666667,1.552375,,0.0,767.5,,6116.272727272727,1.26987375,1.1166,4.311436666666667,731.274
Kepler-379 c,Kepler-379,1.0,Transit,2014.0,Kepler,62.784526604681815,0.32045714285714283,2.241222222222222,,0.0,523.2,,6127.833333333333,1.2668557142857142,1.1155000000000002,4.318293,731.274
Kepler-38 b,Kepler-38,2.0,Transit,2012.0,Kepler,105.599,0.4632,4.3,122.0,0.032,475.0,G4 V,5623.0,1.752,0.941,3.926,1174.59
Kepler-380 b,Kepler-380,1.0,Transit,2014.0,Kepler,3.9308527162399995,0.049158571428571426,1.176111111111111,,0.0,1302.8,,6071.090909090909,1.2163657142857143,1.0194285714285714,4.3189777777777785,813.7129999999999
Kepler-380 c,Kepler-380,1.0,Transit,2014.0,Kepler,7.63007197082,0.07646,1.3543333333333334,,0.0,1045.0,,6071.090909090909,1.2163657142857143,1.0194285714285714,4.3189777777777785,813.7129999999999
Kepler-381 b,Kepler-381,1.0,Transit,2014.0,Kepler,5.629044256554545,0.06674142857142858,1.1426666666666667,,0.0,1533.8,,6407.412499999999,1.5563885714285715,1.281,4.064671,267.323
Kepler-381 c,Kepler-381,1.0,Transit,2014.0,Kepler,13.391514703327273,0.11884142857142857,1.272,,0.0,1149.0,,6407.412499999999,1.5563885714285715,1.281,4.064671,267.323
Kepler-381 d,Kepler-381,1.0,Transit,2021.0,Kepler,8.256287046625,0.08628999999999999,1.2142552142857144,,0.0,1350.4,,6429.45625,2.1100000000000003,1.2510000000000001,3.993224285714286,267.323
Kepler-382 b,Kepler-382,1.0,Transit,2014.0,Kepler,5.26213828353,0.056310000000000006,1.537,,0.0,1052.2,,5613.74,1.0088571428571427,0.9056666666666667,4.354133333333333,935.446
Kepler-382 c,Kepler-382,1.0,Transit,2014.0,Kepler,12.16278090432,0.09847285714285714,2.0389999999999997,,0.0,796.4,,5613.74,1.0088571428571427,0.9056666666666667,4.354133333333333,935.446
Kepler-383 b,Kepler-383,1.0,Transit,2014.0,Kepler,12.90471137355,0.09493333333333333,1.3842857142857141,,0.0,556.0,,4660.625,0.6958,0.69025,4.601,
Kepler-383 c,Kepler-383,1.0,Transit,2014.0,Kepler,31.20092248297778,0.17135,1.3614285714285714,,0.0,414.0,,4666.388888888889,0.6958,0.69025,4.601,
Kepler-384 b,Kepler-384,1.0,Transit,2014.0,Kepler,22.596903381245454,0.14795571428571427,1.3446666666666667,,0.0,631.8,,5591.954999999999,1.032875,0.9368333333333333,4.274561,895.678
Kepler-384 c,Kepler-384,1.0,Transit,2014.0,Kepler,45.348377883936365,0.23548428571428573,1.5058888888888888,,0.0,500.6,,5591.954999999999,1.032875,0.9368333333333333,4.274561,895.678
Kepler-385 b,Kepler-385,1.0,Transit,2014.0,Kepler,10.043734627272729,0.09418571428571429,2.9593,12.8,0.0,954.2,,6098.363636363636,1.1432222222222221,1.085,4.369464444444444,1432.61
Kepler-385 c,Kepler-385,1.0,Transit,2014.0,Kepler,15.162419944545455,0.12390000000000001,3.0878,13.2,0.0,831.6,,6098.363636363636,1.1432222222222221,1.085,4.369464444444444,1432.61
Kepler-385 d,Kepler-385,1.0,Transit,2020.0,Kepler,56.414901808749995,0.29594,2.5372741333333333,,0.0,545.5,,6071.625,1.155,1.07,4.352252857142857,1432.61
Kepler-386 b,Kepler-386,1.0,Transit,2014.0,Kepler,12.310257113677777,0.096255,1.364375,,0.0,641.25,,5091.8,0.798,0.8140000000000001,4.5471925,882.4619999999999
Kepler-386 c,Kepler-386,1.0,Transit,2014.0,Kepler,25.193550080290905,0.15516714285714286,1.8327777777777778,,0.0,505.4,,5091.25,0.7924,0.80575,4.544481,882.462
Kepler-387 b,Kepler-387,1.0,Transit,2014.0,Kepler,6.791645223660001,0.06955857142857143,1.0843333333333334,,0.0,1057.8,,5991.429090909091,1.0733333333333335,1.0273333333333332,4.382631111111111,801.052
Kepler-387 c,Kepler-387,1.0,Transit,2014.0,Kepler,11.83765522951,0.10074714285714285,1.0373333333333334,,0.0,878.4,,5991.429090909091,1.0733333333333335,1.0273333333333332,4.382631111111111,801.052
Kepler-388 b,Kepler-388,1.0,Transit,2014.0,Kepler,3.1732595283444445,0.03613333333333333,0.9071428571428571,,0.0,828.0,,4516.0,0.6206666666666667,0.6278,4.646857142857143,
Kepler-388 c,Kepler-388,1.0,Transit,2014.0,Kepler,13.297103509277779,0.09383333333333332,0.9657142857142856,,0.0,513.4,,4516.0,0.6206666666666667,0.6278,4.646857142857143,
Kepler-389 b,Kepler-389,1.0,Transit,2014.0,Kepler,3.2441625845800006,0.040421428571428566,1.5926666666666667,,0.0,1043.2,,5212.818181818182,0.7656125714285714,0.8345714285714285,4.580062222222222,816.559
Kepler-389 c,Kepler-389,1.0,Transit,2014.0,Kepler,14.512134061344446,0.10881,1.524625,,0.0,636.0,,5216.7,0.7656125714285714,0.8244,4.58132,816.559
Kepler-39 b,Kepler-39,1.0,Transit,2011.0,Kepler,21.08720884846154,0.15580000000000002,13.435671636363635,6046.585,0.045375,857.125,F7 IV,6309.168571428571,1.29992,1.158,4.250648333333333,1057.41
Kepler-390 b,Kepler-390,2.0,Transit,2014.0,Kepler,6.73808977959,0.0649,0.7907777777777778,,0.0,786.8,,5183.8836363636365,0.7807142857142857,0.809,4.566633333333333,435.277
Kepler-390 c,Kepler-390,2.0,Transit,2014.0,Kepler,13.060052011122222,0.10060999999999999,0.825125,,0.0,630.0,,5171.372,0.7963333333333334,0.8031666666666667,4.5612125,435.27699999999993
Kepler-391 b,Kepler-391,1.0,Transit,2014.0,Kepler,7.416878381572727,0.08093375,2.5834,1100.0,0.07666666666666667,1255.6666666666667,K2 III-IV,5107.196666666667,2.68241,1.2652857142857141,3.612625,869.236
Kepler-391 c,Kepler-391,1.0,Transit,2014.0,Kepler,20.487162156536364,0.16016428571428573,2.975111111111111,450.0,0.054000000000000006,891.6,K2 III-IV,5092.045,2.689157777777778,1.3097999999999999,3.5944285714285718,869.236
Kepler-392 b,Kepler-392,1.0,Transit,2014.0,Kepler,5.34184336774,0.06055857142857143,1.0717777777777777,,0.0,1313.8,,6142.274545454546,1.14288,1.1036666666666668,4.273271111111111,681.428
Kepler-392 c,Kepler-392,1.0,Transit,2014.0,Kepler,10.423126744222223,0.09382166666666665,1.17375,,0.0,1041.25,,6108.302000000001,1.14288,1.1036666666666668,4.28243,681.428
Kepler-393 b,Kepler-393,1.0,Transit,2014.0,Kepler,9.182461544079999,0.09270428571428571,1.4495555555555555,,0.0,1199.0,,6466.581818181818,1.5230625,1.2844285714285715,4.188108888888888,881.404
Kepler-393 c,Kepler-393,1.0,Transit,2014.0,Kepler,14.61347216378,0.12644000000000002,1.389888888888889,,0.0,1026.6,,6466.581818181818,1.5230625,1.2844285714285715,4.188108888888888,881.404
Kepler-394 b,Kepler-394,1.0,Transit,2014.0,Kepler,8.00508720493,0.08122714285714286,1.6254444444444445,,0.0,1050.0,,6208.0,1.1159999999999999,1.1345,4.406804444444444,1058.72
Kepler-394 c,Kepler-394,1.0,Transit,2014.0,Kepler,12.13076843555,0.10718428571428572,1.6965555555555556,,0.0,914.8,,6208.0,1.1159999999999999,1.1345,4.406804444444444,1058.72
Kepler-394 d,Kepler-394,1.0,Transit,2021.0,Kepler,5.613567305875,0.06379,1.4390954485714287,,0.0,1183.0,,6289.25,1.1273333333333333,1.141,4.406802857142857,1058.72
Kepler-395 b,Kepler-395,1.0,Transit,2014.0,Kepler,7.053920674258333,0.057018571428571425,1.0215833333333333,,0.0,492.5,,3876.769230769231,0.546,0.5696,4.750687272727273,421.382
Kepler-395 c,Kepler-395,1.0,Transit,2014.0,Kepler,34.98924684128571,0.16567142857142855,1.3252307692307694,,0.0,289.5,,3879.4666666666667,0.546,0.5932564444444445,4.729701538461539,421.382
Kepler-396 b,Kepler-396,1.0,Transit,2013.0,Kepler,42.992500377,0.230895,3.335888888888889,75.5,0.0,522.8,,5587.722,0.9791503333333335,0.88825,4.386173333333334,223.75700000000003
Kepler-396 c,Kepler-396,1.0,Transit,2013.0,Kepler,88.51142203818182,0.37365999999999994,5.391888888888889,17.9,0.0,410.8,,5593.4745454545455,0.974986,0.9279999999999999,4.394556,223.75699999999998
Kepler-397 b,Kepler-397,1.0,Transit,2014.0,Kepler,22.2508537,0.142,2.051428571428571,,0.0,512.0,,5212.285714285715,0.756,0.756,4.607857142857142,
Kepler-397 c,Kepler-397,1.0,Transit,2014.0,Kepler,135.4978535521,0.47374999999999995,5.992857142857143,,0.0,280.4,,5212.285714285715,0.756,0.756,4.607857142857142,
Kepler-398 b,Kepler-398,1.0,Transit,2014.0,Kepler,4.08141509559,0.044000000000000004,0.953625,,0.0,753.8,,4520.909090909091,0.6392718888888889,0.710125,4.676772,177.355
Kepler-398 c,Kepler-398,1.0,Transit,2014.0,Kepler,11.41944045931,0.08739999999999999,0.9881249999999999,,0.0,534.6,,4520.909090909091,0.6392718888888889,0.710125,4.676772,177.355
Kepler-398 d,Kepler-398,1.0,Transit,2016.0,Kepler,6.834389630233334,0.062119999999999995,0.8884285714285715,,0.0,634.2,,4523.7,0.6456052222222222,0.710125,4.675413333333333,177.355
Kepler-399 b,Kepler-399,1.0,Transit,2014.0,Kepler,14.425245576244444,0.1064,1.2114285714285715,,0.0,662.0,,5537.714285714285,0.7476666666666666,0.7557499999999999,4.543,740.537
Kepler-399 c,Kepler-399,1.0,Transit,2014.0,Kepler,26.67571754229,0.16023333333333334,1.9157142857142857,,0.0,539.6,,5537.714285714285,0.7476666666666666,0.7557499999999999,4.543,740.537
Kepler-399 d,Kepler-399,1.0,Transit,2014.0,Kepler,58.034053745719994,0.26921666666666666,2.3485714285714283,,0.0,416.4,,5537.714285714285,0.7476666666666666,0.7557499999999999,4.543,740.537
Kepler-4 b,Kepler-4,1.0,Transit,2009.0,Kepler,3.21364945505,0.04435625,4.0780912,24.154625000000003,0.0,1527.4285714285713,,5811.615384615385,1.5401358333333333,1.12225,4.116346363636364,487.91600000000005
Kepler-40 b,Kepler-40,1.0,Transit,2010.0,Kepler,6.873217451984615,0.07992222222222221,13.518122727272727,679.355125,0.02142857142857143,1503.25,F5 IV,6375.714285714285,2.269003076923077,1.486,3.9172125,2305.01
Kepler-400 b,Kepler-400,1.0,Transit,2014.0,Kepler,9.02437752221,0.08645000000000001,1.67,,0.0,967.0,,5985.533,1.1371666666666667,1.064,4.352571428571428,845.97
Kepler-400 c,Kepler-400,1.0,Transit,2014.0,Kepler,17.34085892554,0.13336666666666666,1.5357142857142858,,0.0,778.4,,5985.533,1.1371666666666667,1.064,4.352571428571428,845.97
Kepler-401 b,Kepler-401,1.0,Transit,2014.0,Kepler,14.383331544954546,0.11989857142857142,1.892111111111111,,0.0,944.6,,6192.083333333333,1.3824,1.15,4.165256,965.56
Kepler-401 c,Kepler-401,1.0,Transit,2014.0,Kepler,47.31905001730001,0.26510142857142854,2.4264444444444444,,0.0,635.4,,6192.083333333333,1.3824,1.15,4.165256,965.56
Kepler-401 d,Kepler-401,1.0,Transit,2016.0,Kepler,184.25865344014287,0.65229,2.653166666666667,,0.0,398.6666666666667,,6168.375,1.5209033333333333,1.1480000000000001,4.163673333333333,965.56
Kepler-402 b,Kepler-402,1.0,Transit,2014.0,Kepler,4.028755730119999,0.05142142857142857,1.2183333333333333,,0.0,1375.6,,6284.1618181818185,1.2258571428571428,1.1616666666666666,4.3419,625.339
Kepler-402 c,Kepler-402,1.0,Transit,2014.0,Kepler,6.124807469818182,0.06802571428571429,1.5274444444444444,,0.0,1197.4,,6279.0975,1.2065714285714286,1.167142857142857,4.352165,625.339
Kepler-402 d,Kepler-402,1.0,Transit,2014.0,Kepler,8.921130993136364,0.08737285714285714,1.2493333333333334,,0.0,1056.2,,6279.0975,1.2065714285714286,1.167142857142857,4.352165,625.339
Kepler-402 e,Kepler-402,1.0,Transit,2014.0,Kepler,11.242816791618182,0.10202857142857143,1.4956666666666667,,0.0,977.4,,6279.0975,1.2065714285714286,1.167142857142857,4.352165,625.339
Kepler-403 b,Kepler-403,1.0,Transit,2014.0,Kepler,7.0314424630416665,0.076074262,1.3564,,0.0,1070.6,,6129.2575,1.5202499999999999,1.168,4.213661,840.269
Kepler-403 c,Kepler-403,1.0,Transit,2014.0,Kepler,54.28108975575,0.29710279245,1.8539999999999999,,0.0,541.6,,6129.2575,1.5202499999999999,1.168,4.213661,840.269
Kepler-403 d,Kepler-403,1.0,Transit,2016.0,Kepler,13.61166559225,0.11841916856666666,1.434125,,0.0,864.25,,6115.808999999999,1.74398,1.1749999999999998,4.17882625,840.2690000000001
Kepler-404 b,Kepler-404,1.0,Transit,2014.0,Kepler,11.829168707914286,0.099534,1.1788333333333334,,0.0,724.0,,5488.5,0.8267154285714285,0.9338000000000001,4.5723,812.524
Kepler-404 c,Kepler-404,1.0,Transit,2014.0,Kepler,14.751199933333332,0.11535999999999999,1.5356666666666667,,0.0,672.0,,5509.428571428572,0.8325006666666667,0.93725,4.56588,812.524
Kepler-405 b,Kepler-405,1.0,Transit,2014.0,Kepler,10.61370907517,0.09351,2.1724444444444444,,0.0,772.0,,5633.727272727273,0.87,0.9613333333333333,4.567875555555556,1065.08
Kepler-405 c,Kepler-405,1.0,Transit,2014.0,Kepler,29.727129315000003,0.18574571428571426,3.5186666666666664,,0.0,547.4,,5633.727272727273,0.87,0.9613333333333333,4.567875555555556,1065.08
Kepler-406 b,Kepler-406,1.0,Transit,2014.0,Kepler,2.42630147885,0.03583769501428572,1.4032,5.840991145,0.0,1319.0,,5639.0,1.08075,1.053375,4.417006,364.03
Kepler-406 c,Kepler-406,1.0,Transit,2014.0,Kepler,4.623344848836364,0.05514311827142857,0.7998999999999999,2.71,0.0,1063.2,,5642.818181818182,1.071,1.053375,4.426448888888888,364.03
